id,canonicalName,displayName,slug,aliases,identityStatus,lifecycleStatus,publicationStatus,officialDomain,officialWebsite,country,headquarters,foundedYear,parentCompany,shortDescriptionEn,categories,families,series,industries,logoAssetPath,sourceRecordIds,checkedAt,contentStatus,seoStatus,seoTitleCore,seoMetaFactual,reviewBlockerCode,reviewBlockerCategory,completenessScore
amiad,Amiad Water Systems Ltd.,Amiad,amiad,AMIAD | AMIAD WATER SYSTEMS,CONFIRMED,CURRENT,BRAND_SAFE,amiad.com,https://amiad.com/,Israel,"D.N. Galil Elyon, Israel",,,The source-backed Amiad portfolio covers filtration and water systems. The confirmed country record is Israel.,filtration and water systems,Screen Filters | Disc Filters | Microfiber Filters | Media Filters | Automatic Filters | Semi-Automatic Filters | Manual Filters,Spin Klin Nova | Mini Sigma | Sigma Pro | Filtomat | AGF Pro | Omega | SAF-X | EBS | Super Galaxy | DVF | AMF | TAF | TEQUATIC,agriculture | water and wastewater | food and pharmaceutical processing | energy | industrial processing,brand-assets/logos/amiad.webp,brand-amiad-about | brand-amiad-products | brand-amiad-contact | brand-amiad-company-profile,2026-08-19,EN_CONTENT_READY,SEO_CORE_READY,Amiad Filtration and water systems,"Amiad manufacturer profile covering filtration and water systems, based on official company and product sources.",,,100
aron,ARON,ARON,aron,ARON | ARON BY DANA,CONFIRMED,CURRENT,BRAND_SAFE,dana.com,https://www.dana.com/hydraulics,Italy,,1978,Dana Incorporated,Manufacturer-owned sources identify ARON with hydraulic equipment and pumps and pumping systems. The confirmed country record is Italy.,hydraulic equipment | pumps and pumping systems,Directional Valves | Proportional Valves | CETOP Valves | Cartridge Valves | Modular Valves | Hydraulic Power Units | Hydraulic Pumps and Motors | Joysticks and Electronic Modules,CDC3 | CD3 | CX3 | CXQ3 | CXDH3 | CDH3 | CFS3 | CD5 | AD3 | ADL/CDL | BS/BM,mining | agriculture | industrial processing,,brand-aron-dana-hydraulics | brand-aron-dana-fluid-power | brand-aron-dana-powerpack,2026-08-19,EN_CONTENT_READY,SEO_CORE_READY,ARON Hydraulic equipment,"ARON manufacturer profile covering hydraulic equipment and pumps and pumping systems, based on official company and product sources.",,,85
arsopi,"ARSOPI - Indústrias Metalúrgicas Arlindo S. Pinho, S.A.",ARSOPI,arsopi,ARSOPI | INDÚSTRIAS METALÚRGICAS ARLINDO S. PINHO,CONFIRMED,CURRENT,BRAND_SAFE,arsopi.pt,https://www.arsopi.pt/en/,Portugal,"Vale de Cambra, Portugal",1942,,First-party sources establish ARSOPI in thermal-management equipment and fluid-storage systems. Official company information dates its foundation to 1942.,thermal-management equipment | fluid-storage systems,Process Tanks and Vessels | Columns | Heat Exchangers | Reactors | Dairy Processing Lines | Beverage Processing Lines | CIP Systems | Industrial Skids | Stainless and Heat-Resistant Castings,,food and pharmaceutical processing | industrial processing | chemical processing | oil and gas | energy | wood and paper processing | marine applications,brand-assets/logos/arsopi.png,brand-arsopi-what-we-do | brand-arsopi-history | brand-arsopi-industrial | brand-arsopi-foundry | brand-arsopi-food,2026-08-19,EN_CONTENT_READY,SEO_CORE_READY,ARSOPI Thermal-management equipment,"ARSOPI manufacturer profile covering thermal-management equipment and fluid-storage systems, based on official company and product sources.",,,100
asi-international,ASI INTERNATIONAL,ASI INTERNATIONAL,asi-international,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,,NOT_READY,NOT_READY,,,AMBIGUOUS_IDENTITY,AMBIGUOUS_IDENTITY,0
azo,AZO GmbH + Co. KG,AZO,azo,AZO | AZO GROUP | AZO SOLIDS,CONFIRMED,CURRENT,BRAND_SAFE,azo.com,https://www.azo.com/en-gb,Germany,"Osterburken, Germany",1949,,"The source-backed AZO portfolio covers pneumatic equipment, filling and packaging machinery, and industrial automation and control. The confirmed country record is Germany.",pneumatic equipment | filling and packaging machinery | industrial automation and control,Storage and Discharge Systems | Product Feeding Systems | Cyclone Screeners | Pneumatic Conveying Systems | Dosing Systems | Weighing Systems | Mixing and Homogenization Systems | Production Control Systems,AZO COMPONENTER | AZODOS | DosiBox | DOSINENTER | DosiLogistic | ShuttleDos | RoLog | MIXOMAT | Cyclone Screener E | Cyclone Screener DA | Cyclone Screener FA | Cyclone Screener FLF,food and pharmaceutical processing | chemical processing | industrial processing,brand-assets/logos/azo.png,brand-azo-home | brand-azo-history | brand-azo-screening | brand-azo-dosing,2026-08-19,EN_CONTENT_READY,SEO_CORE_READY,AZO Pneumatic equipment,"AZO manufacturer profile covering pneumatic equipment, filling and packaging machinery, and industrial automation and control, based on official company and product sources.",,,100
bd-sensors,BD|SENSORS GmbH,BD|SENSORS,bd-sensors,BD SENSORS | BD|SENSORS | BDSENSORS,CONFIRMED,CURRENT,BRAND_SAFE,bdsensors.de,https://www.bdsensors.de/en/,Germany,"Thierstein, Germany",1994,,First-party sources establish BD|SENSORS in measurement and instrumentation and industrial sensors. Official company information dates its foundation to 1994.,measurement and instrumentation | industrial sensors,Pressure Transmitters | Differential-Pressure Transmitters | Digital Pressure Gauges | Electronic Pressure Switches | Submersible Level Probes | Screw-In Level Transmitters | Displays and Data Loggers | Calibration Equipment and Services,DMK | DMP | LMK | DCL | CIT | BD|SIMEX,industrial processing | water and wastewater | food and pharmaceutical processing | oil and gas,brand-assets/logos/bd-sensors.svg,brand-bd-sensors-home | brand-bd-sensors-milestones | brand-bd-sensors-catalog,2026-08-19,EN_CONTENT_READY,SEO_CORE_READY,BD|SENSORS Measurement and instrumentation,"BD|SENSORS manufacturer profile covering measurement and instrumentation and industrial sensors, based on official company and product sources.",,,100
bedu,BEDU Pompen B.V.,BEDU,bedu,BEDU | BEDU POMPEN,CONFIRMED,CURRENT,BRAND_SAFE,bedu.nl,https://www.bedu.nl/,Netherlands,"Heteren, Netherlands",1981,Rubix Benelux,First-party sources establish BEDU in pumps and pumping systems. Official company information dates its foundation to 1981.,pumps and pumping systems,Internal Gear Pumps | Configured Pump Skids,S | SK,chemical processing | food and pharmaceutical processing | industrial processing | water and wastewater,,brand-bedu-home | brand-bedu-s-sk-manual | brand-bedu-service | brand-bedu-contact | brand-bedu-rubix-acquisition,2026-08-19,EN_CONTENT_READY,SEO_CORE_READY,BEDU Pumps and pumping systems,"BEDU manufacturer profile covering pumps and pumping systems, based on official company and product sources.",,,90
benshaw,Benshaw Inc.,Benshaw,benshaw,BENSHAW | BENSHAW INC.,CONFIRMED,CURRENT,BRAND_SAFE,benshaw.com,https://benshaw.com/,United States,"Pittsburgh, Pennsylvania, USA",1983,Amconex Group,Manufacturer-owned sources identify Benshaw with drive and motion-control systems and electric motors. The confirmed country record is United States.,drive and motion-control systems | electric motors,Low-Voltage Soft Starters | Medium-Voltage Soft Starters | Across-the-Line Starters | Variable-Frequency Drives | Motor Control Centres | Packaged Motor-Control Systems | Control and Protection Products,CSXi | EMX4 | RB2/RB3 | MX4PB | MVATL | MVNXATL | MVRNX | H2 | MVH2 | BMCS,transportation | food and pharmaceutical processing | agriculture | marine applications | mining | oil and gas | energy | wood and paper processing | water and wastewater,brand-assets/logos/benshaw.webp,brand-benshaw-about | brand-benshaw-starters | brand-benshaw-drives | brand-benshaw-product-line,2026-08-19,EN_CONTENT_READY,SEO_CORE_READY,Benshaw Drive and motion-control systems,"Benshaw manufacturer profile covering drive and motion-control systems and electric motors, based on official company and product sources.",,,100
bfi-automation,BFI Automation GmbH,BFI Automation,bfi-automation,BFI AUTOMATION | BFI AUTOMATION GMBH,CONFIRMED,CURRENT,BRAND_SAFE,bfi-automation.com,https://bfi-automation.com/,Germany,"Heiligenhaus, Germany",1973,Livitron Group,"BFI Automation GmbH is documented in official material for industrial sensors and industrial safety equipment. Official product material names Flame Scanners, Compact Flame Controllers, Flame Evaluators, Fibre-Optic Cables and Lances, Flame Monitoring Accessories, Communication and Readout Tools, Flamonitec, Type 2, Type 3, and Type 4.",industrial sensors | industrial safety equipment,Flame Scanners | Compact Flame Controllers | Flame Evaluators | Fibre-Optic Cables and Lances | Flame Monitoring Accessories | Communication and Readout Tools,Flamonitec | Type 2 | Type 3 | Type 4 | Type 7 | SPM | 3000 Series | CFC 4000 | CFC 3000 | CFC 2000 | CFC 200 | CFC 100 | IFR | IFC | KLC,energy | industrial processing | chemical processing | oil and gas | building systems,,brand-bfi-automation-home | brand-bfi-automation-products | brand-bfi-automation-catalog,2026-08-19,EN_CONTENT_READY,SEO_CORE_READY,BFI Automation Industrial sensors,"BFI Automation manufacturer profile covering industrial sensors and industrial safety equipment, based on official company and product sources.",,,90
binks,Binks,Binks,binks,BINKS | BINKS FINISHING,CONFIRMED,CURRENT,BRAND_SAFE,binks.com,https://binks.com/,United States,"Minneapolis, Minnesota, USA",,,"Official Binks material documents a product scope covering coating and finishing equipment, pumps and pumping systems, and filling and packaging machinery. Documented families and lines include Liquid Finishing Systems, Powder Coating Systems, Spray Guns and Applicators, Fluid-Handling Pumps and Tanks, Metering and Mixing Systems, Electrostatic Equipment, Cure and Conveyor Equipment, Sealant and Adhesive Dispensing Systems, Spray Foam and Polyurea Systems, and IntelliFlow RCS3.",coating and finishing equipment | pumps and pumping systems | filling and packaging machinery,Liquid Finishing Systems | Powder Coating Systems | Spray Guns and Applicators | Fluid-Handling Pumps and Tanks | Metering and Mixing Systems | Electrostatic Equipment | Cure and Conveyor Equipment | Sealant and Adhesive Dispensing Systems | Spray Foam and Polyurea Systems,IntelliFlow RCS3 | Smart HP | DX200,transportation | aerospace | rail | wood and paper processing | industrial processing | mining | marine applications | energy,brand-assets/logos/binks.png,brand-binks-about | brand-binks-home | brand-binks-liquid-finishing | brand-binks-resource-library,2026-08-19,EN_CONTENT_READY,SEO_CORE_READY,Binks Coating and finishing equipment,"Binks manufacturer profile covering coating and finishing equipment, pumps and pumping systems, and filling and packaging machinery, based on official company and product sources.",,,100
bofa,BOFA International Ltd,BOFA,bofa,BOFA | BOFA INTERNATIONAL,CONFIRMED,CURRENT,BRAND_SAFE,donaldsonbofa.com,https://www.donaldsonbofa.com/,United Kingdom,"Poole, United Kingdom",1987,"Donaldson Company, Inc.","The source-backed BOFA portfolio covers filtration and water systems. Its documented corporate parent is Donaldson Company, Inc..",filtration and water systems,Laser Fume Extraction Systems | Electronics Fume Extraction Systems | Printing Fume Extraction Systems | Additive-Manufacturing Fume Extraction Systems | Dental Fume Extraction Systems | Filters and Accessories,V 300E | V 350E | V 600 | V Oracle SA iQ,industrial processing,brand-assets/logos/bofa.jpg,brand-bofa-about | brand-bofa-products | brand-bofa-documentation | brand-bofa-donaldson-acquisition,2026-08-19,EN_CONTENT_READY,SEO_CORE_READY,BOFA Filtration and water systems,"BOFA manufacturer profile covering filtration and water systems, based on official company and product sources.",,,100
bradman_lake,Bradman Lake Group Ltd,Bradman Lake,bradman_lake,BRADMAN LAKE | BRADMAN LAKE GROUP,CONFIRMED,CURRENT,BRAND_SAFE,bradmanlake.com,https://www.bradmanlake.com/,United Kingdom,"Beccles, Suffolk, United Kingdom",,Langley Holdings plc,"Official Bradman Lake material documents a product scope covering filling and packaging machinery, conveying and material-handling systems, and industrial automation and control. Documented families and lines include Feeding Systems, Flow Wrappers, Roll Wrappers, Baggers and Slicers, Cartoning Machines, Pick-and-Place Robotics, Case Packers, Shrink and Tray Wrappers, Palletisers, and Turnkey Packaging Systems.",filling and packaging machinery | conveying and material-handling systems | industrial automation and control,Feeding Systems | Flow Wrappers | Roll Wrappers | Baggers and Slicers | Cartoning Machines | Pick-and-Place Robotics | Case Packers | Shrink and Tray Wrappers | Palletisers | Turnkey Packaging Systems,IB30 | IB270 | IB360 | IB520 | IBPRO | WR6X,industrial processing | food and pharmaceutical processing | laboratory and life-science applications,,brand-bradman-lake-about | brand-bradman-lake-home-products | brand-bradman-lake-primary | brand-bradman-lake-turnkey | brand-bradman-lake-contact,2026-08-19,EN_CONTENT_READY,SEO_CORE_READY,Bradman Lake Filling and packaging machinery,"Bradman Lake manufacturer profile covering filling and packaging machinery, conveying and material-handling systems, and industrial automation and control, based on official company and product sources.",,,90
brahma,BRAHMA S.p.A.,BRAHMA,brahma,BRAHMA | BRAHMA S.P.A.,CONFIRMED,CURRENT,BRAND_SAFE,brahma.it,https://brahma.it/en/,Italy,"Legnago, Verona, Italy",1956,,"Official BRAHMA material documents a product scope covering industrial valves and flow control, industrial sensors, and measurement and instrumentation. Documented families and lines include Burner Controls, Solenoid Valves, Flame Sensors, Ignition Transformers, Temperature Probes, VM44, DSx11P, MPI, ECM 113, and TC340.",industrial valves and flow control | industrial sensors | measurement and instrumentation,Burner Controls | Solenoid Valves | Flame Sensors | Ignition Transformers | Temperature Probes,VM44 | DSx11P | MPI | ECM 113 | TC340 | BTouch,building systems | industrial processing | food and pharmaceutical processing,brand-assets/logos/brahma.png,brand-brahma-company | brand-brahma-products | brand-brahma-technical-docs,2026-08-19,EN_CONTENT_READY,SEO_CORE_READY,BRAHMA Industrial valves and flow control,"BRAHMA manufacturer profile covering industrial valves and flow control, industrial sensors, and measurement and instrumentation, based on official company and product sources.",,,100
